world,node,child,value,dv_0.0,dv_0.01,dv_0.02,dv_0.03,dv_0.04,dv_0.05,dv_0.06,dv_0.07,dv_0.08,dv_0.09,dv_0.1,dv_0.11,dv_0.12,dv_0.13,dv_0.14,dv_0.15,dv_0.16,dv_0.17,dv_0.18,dv_0.19,dv_0.2,dv_0.21,dv_0.22,dv_0.23,dv_0.24,dv_0.25,dv_0.26,dv_0.27,dv_0.28,dv_0.29,dv_0.3,dv_0.31,dv_0.32,dv_0.33,dv_0.34,dv_0.35,dv_0.36,dv_0.37,dv_0.38,dv_0.39,dv_0.4,dv_0.41,dv_0.42,dv_0.43,dv_0.44,dv_0.45,dv_0.46,dv_0.47,dv_0.48,dv_0.49,dv_0.5,dv_0.51,dv_0.52,dv_0.53,dv_0.54,dv_0.55,dv_0.56,dv_0.57,dv_0.58,dv_0.59,dv_0.6,dv_0.61,dv_0.62,dv_0.63,dv_0.64,dv_0.65,dv_0.66,dv_0.67,dv_0.68,dv_0.69,dv_0.7,dv_0.71,dv_0.72,dv_0.73,dv_0.74,dv_0.75,dv_0.76,dv_0.77,dv_0.78,dv_0.79,dv_0.8,dv_0.81,dv_0.82,dv_0.83,dv_0.84,dv_0.85,dv_0.86,dv_0.87,dv_0.88,dv_0.89,dv_0.9,dv_0.91,dv_0.92,dv_0.93,dv_0.94,dv_0.95,dv_0.96,dv_0.97,dv_0.98,dv_0.99
lab,N2601690,N7646124,26.25,2.25,2.274,2.3,2.328,2.357,2.388,2.421,2.455,2.492,2.531,2.572,2.615,2.661,2.71,2.76,2.814,2.871,2.93,2.992,3.057,3.126,3.198,3.273,3.352,3.434,3.52,3.609,3.702,3.8,3.901,4.006,4.116,4.23,4.348,4.471,4.599,4.731,4.868,5.009,5.156,5.308,5.465,5.627,5.795,5.968,6.146,6.33,6.52,6.716,6.917,7.125,7.339,7.559,7.785,8.017,8.256,8.502,8.754,9.013,9.279,9.552,9.832,10.119,10.413,10.715,11.024,11.34,11.664,11.996,12.336,12.684,13.039,13.403,13.774,14.155,14.543,14.94,15.345,15.759,16.182,16.614,17.055,17.504,17.963,18.431,18.908,19.395,19.891,20.355,20.807,21.266,21.732,22.205,22.685,23.173,23.667,24.169,24.678,25.195,25.719
lab,N2601690,N124975,26.25,5.375,5.41,5.447,5.484,5.522,5.561,5.602,5.644,5.688,5.733,5.78,5.829,5.88,5.932,5.987,6.045,6.105,6.167,6.232,6.299,6.37,6.444,6.52,6.6,6.683,6.77,6.86,6.953,7.051,7.152,7.258,7.367,7.481,7.599,7.721,7.848,7.98,8.116,8.257,8.404,8.555,8.712,8.874,9.041,9.214,9.393,9.577,9.767,9.964,10.166,10.375,10.59,10.812,11.04,11.275,11.516,11.765,12.02,12.283,12.553,12.83,13.115,13.407,13.707,14.015,14.331,14.655,14.987,15.327,15.675,16.032,16.398,16.773,17.156,17.548,17.949,18.36,18.779,19.208,19.647,20.095,20.519,20.794,21.072,21.352,21.636,21.922,22.211,22.504,22.799,23.097,23.398,23.703,24.01,24.321,24.634,24.951,25.271,25.594,25.92
museum,N8235434,N9086861,25.25,5.375,5.506,5.638,5.771,5.906,6.042,6.18,6.319,6.459,6.601,6.744,6.888,7.034,7.181,7.33,7.48,7.631,7.784,7.938,8.093,8.25,8.408,8.568,8.729,8.891,9.055,9.22,9.386,9.554,9.723,9.894,10.066,10.239,10.414,10.59,10.767,10.946,11.126,11.308,11.491,11.675,11.861,12.048,12.236,12.426,12.617,12.81,13.004,13.199,13.396,13.594,13.793,13.994,14.196,14.4,14.605,14.811,15.019,15.228,15.438,15.65,15.863,16.078,16.294,16.511,16.73,16.95,17.171,17.394,17.618,17.844,18.071,18.299,18.529,18.76,18.992,19.226,19.461,19.698,19.936,20.175,20.416,20.658,20.901,21.146,21.392,21.64,21.889,22.139,22.391,22.644,22.898,23.154,23.411,23.67,23.93,24.191,24.454,24.718,24.983
museum,N8235434,N1421546,26.25,12.0,12.065,12.131,12.198,12.268,12.338,12.411,12.485,12.56,12.638,12.716,12.797,12.878,12.962,13.047,13.133,13.222,13.311,13.403,13.496,13.59,13.686,13.784,13.883,13.984,14.086,14.19,14.295,14.402,14.511,14.621,14.733,14.846,14.961,15.078,15.196,15.316,15.437,15.56,15.684,15.81,15.938,16.067,16.197,16.33,16.463,16.599,16.736,16.874,17.015,17.156,17.3,17.444,17.591,17.739,17.888,18.04,18.192,18.347,18.503,18.66,18.819,18.98,19.142,19.306,19.471,19.638,19.806,19.976,20.148,20.321,20.496,20.672,20.85,21.03,21.211,21.394,21.578,21.764,21.951,22.14,22.331,22.523,22.716,22.912,23.108,23.307,23.507,23.708,23.912,24.116,24.323,24.53,24.74,24.951,25.163,25.378,25.593,25.811,26.03
lab,N1113507,N8238657,26.429,13.429,13.475,13.525,13.576,13.63,13.687,13.746,13.807,13.87,13.936,14.004,14.075,14.148,14.223,14.301,14.381,14.464,14.548,14.636,14.725,14.817,14.911,15.008,15.107,15.209,15.312,15.419,15.527,15.638,15.751,15.867,15.985,16.106,16.228,16.354,16.481,16.611,16.743,16.878,17.015,17.154,17.296,17.44,17.587,17.736,17.887,18.04,18.196,18.355,18.513,18.643,18.773,18.905,19.037,19.171,19.306,19.441,19.578,19.716,19.855,19.994,20.135,20.277,20.42,20.564,20.709,20.855,21.001,21.149,21.299,21.449,21.6,21.752,21.905,22.059,22.214,22.371,22.528,22.686,22.845,23.006,23.167,23.329,23.493,23.657,23.823,23.989,24.157,24.325,24.495,24.666,24.837,25.01,25.184,25.359,25.534,25.711,25.889,26.068,26.248
lab,N1113507,N3936820,27.286,2.571,2.652,2.736,2.823,2.915,3.009,3.108,3.21,3.315,3.424,3.537,3.654,3.773,3.897,4.024,4.155,4.289,4.427,4.569,4.714,4.863,5.015,5.171,5.331,5.494,5.661,5.831,6.005,6.183,6.364,6.549,6.737,6.929,7.124,7.324,7.526,7.733,7.943,8.156,8.374,8.594,8.819,9.047,9.278,9.513,9.752,9.995,10.24,10.49,10.743,11.0,11.26,11.524,11.792,12.063,12.338,12.616,12.898,13.184,13.473,13.766,14.062,14.362,14.666,14.973,15.284,15.598,15.916,16.237,16.563,16.891,17.224,17.56,17.899,18.243,18.589,18.94,19.294,19.651,20.012,20.377,20.746,21.117,21.493,21.872,22.255,22.641,23.031,23.37,23.686,24.004,24.324,24.646,24.97,25.295,25.623,25.952,26.282,26.615,26.949
lab,N1113507,N661854,27.571,6.714,6.762,6.815,6.873,6.935,7.002,7.074,7.15,7.232,7.318,7.409,7.504,7.604,7.709,7.819,7.934,8.053,8.177,8.305,8.439,8.577,8.72,8.868,9.02,9.177,9.339,9.506,9.677,9.853,10.034,10.22,10.41,10.605,10.805,11.01,11.219,11.433,11.652,11.876,12.104,12.337,12.575,12.817,13.065,13.317,13.574,13.835,14.101,14.372,14.648,14.929,15.214,15.504,15.798,16.098,16.402,16.711,17.025,17.343,17.666,17.994,18.214,18.434,18.655,18.878,19.101,19.326,19.551,19.778,20.006,20.234,20.464,20.695,20.926,21.159,21.393,21.628,21.863,22.1,22.338,22.577,22.817,23.058,23.3,23.543,23.787,24.032,24.278,24.525,24.774,25.023,25.273,25.524,25.777,26.03,26.284,26.54,26.796,27.053,27.312
lab,N7646124,N239923,27.429,2.714,2.795,2.879,2.966,3.057,3.152,3.251,3.352,3.458,3.567,3.68,3.796,3.916,4.04,4.167,4.298,4.432,4.57,4.712,4.857,5.006,5.158,5.314,5.474,5.637,5.804,5.974,6.148,6.325,6.507,6.691,6.88,7.072,7.267,7.467,7.669,7.876,8.086,8.299,8.516,8.737,8.962,9.189,9.421,9.656,9.895,10.137,10.383,10.633,10.886,11.143,11.403,11.667,11.935,12.206,12.481,12.759,13.041,13.327,13.616,13.909,14.205,14.505,14.808,15.116,15.426,15.741,16.059,16.38,16.706,17.034,17.367,17.703,18.042,18.385,18.732,19.083,19.436,19.794,20.155,20.52,20.888,21.26,21.636,22.015,22.398,22.784,23.174,23.512,23.829,24.147,24.467,24.789,25.113,25.438,25.765,26.094,26.425,26.758,27.092
lab,N7646124,N1142105,28.286,14.571,14.62,14.67,14.724,14.779,14.837,14.897,14.96,15.024,15.092,15.161,15.233,15.308,15.385,15.464,15.545,15.629,15.716,15.804,15.895,15.989,16.084,16.182,16.283,16.386,16.491,16.599,16.709,16.821,16.936,17.053,17.172,17.294,17.418,17.545,17.674,17.805,17.939,18.075,18.213,18.354,18.497,18.643,18.791,18.941,19.094,19.249,19.406,19.566,19.728,19.893,20.06,20.229,20.401,20.575,20.751,20.93,21.093,21.238,21.384,21.531,21.68,21.829,21.979,22.131,22.283,22.437,22.591,22.747,22.904,23.061,23.22,23.38,23.541,23.703,23.866,24.03,24.195,24.362,24.529,24.697,24.867,25.037,25.208,25.381,25.555,25.729,25.905,26.082,26.26,26.439,26.619,26.8,26.982,27.165,27.349,27.534,27.72,27.908,28.096
lab,N7646124,N3814011,29.429,7.286,7.335,7.389,7.448,7.512,7.581,7.654,7.732,7.815,7.902,7.994,8.091,8.193,8.299,8.411,8.526,8.647,8.772,8.903,9.038,9.177,9.322,9.471,9.624,9.783,9.946,10.115,10.287,10.465,10.647,10.834,11.026,11.223,11.424,11.63,11.841,12.056,12.276,12.501,12.731,12.966,13.205,13.449,13.698,13.951,14.209,14.472,14.74,15.012,15.29,15.571,15.858,16.149,16.446,16.747,17.052,17.363,17.678,17.997,18.322,18.651,18.986,19.324,19.668,20.016,20.369,20.714,20.953,21.193,21.434,21.676,21.919,22.163,22.408,22.654,22.902,23.15,23.4,23.65,23.902,24.154,24.408,24.663,24.918,25.175,25.433,25.692,25.952,26.213,26.475,26.739,27.003,27.268,27.534,27.802,28.07,28.34,28.61,28.882,29.155
museum,N4708138,N8137719,27.5,11.75,11.908,12.065,12.223,12.38,12.537,12.695,12.852,13.01,13.168,13.325,13.482,13.64,13.797,13.955,14.113,14.27,14.428,14.585,14.742,14.9,15.057,15.215,15.373,15.53,15.688,15.845,16.003,16.16,16.317,16.475,16.633,16.79,16.948,17.105,17.262,17.42,17.578,17.735,17.892,18.05,18.207,18.365,18.523,18.68,18.837,18.995,19.152,19.31,19.468,19.625,19.782,19.94,20.098,20.255,20.413,20.57,20.727,20.885,21.042,21.2,21.358,21.515,21.672,21.83,21.988,22.145,22.303,22.46,22.617,22.775,22.932,23.09,23.248,23.405,23.562,23.72,23.877,24.035,24.193,24.35,24.508,24.665,24.822,24.98,25.137,25.295,25.453,25.61,25.767,25.925,26.083,26.24,26.398,26.555,26.712,26.87,27.027,27.185,27.343
museum,N4708138,N3592924,31.5,13.75,13.928,14.105,14.283,14.46,14.637,14.815,14.992,15.17,15.348,15.525,15.703,15.88,16.058,16.235,16.413,16.59,16.767,16.945,17.122,17.3,17.477,17.655,17.832,18.01,18.188,18.365,18.543,18.72,18.898,19.075,19.253,19.43,19.608,19.785,19.962,20.14,20.317,20.495,20.672,20.85,21.027,21.205,21.383,21.56,21.738,21.915,22.093,22.27,22.447,22.625,22.803,22.98,23.157,23.335,23.513,23.69,23.867,24.045,24.223,24.4,24.578,24.755,24.932,25.11,25.288,25.465,25.642,25.82,25.997,26.175,26.352,26.53,26.707,26.885,27.062,27.24,27.418,27.595,27.773,27.95,28.128,28.305,28.483,28.66,28.837,29.015,29.193,29.37,29.547,29.725,29.902,30.08,30.258,30.435,30.613,30.79,30.968,31.145,31.323
lab,N9798875,N5984201,28.0,9.4,9.523,9.647,9.772,9.898,10.026,10.155,10.285,10.417,10.55,10.684,10.819,10.956,11.094,11.233,11.374,11.516,11.659,11.803,11.949,12.096,12.244,12.394,12.545,12.697,12.85,13.005,13.161,13.318,13.476,13.636,13.797,13.959,14.123,14.288,14.454,14.621,14.79,14.96,15.131,15.304,15.478,15.653,15.829,16.007,16.186,16.366,16.548,16.731,16.915,17.1,17.287,17.475,17.664,17.854,18.046,18.239,18.433,18.629,18.826,19.024,19.223,19.424,19.626,19.829,20.034,20.24,20.447,20.655,20.865,21.076,21.288,21.502,21.717,21.933,22.15,22.369,22.589,22.81,23.032,23.256,23.481,23.707,23.935,24.164,24.394,24.625,24.858,25.092,25.327,25.564,25.802,26.041,26.281,26.523,26.766,27.01,27.256,27.503,27.751
lab,N9798875,N8488385,31.2,10.6,10.658,10.718,10.782,10.848,10.918,10.99,11.066,11.144,11.226,11.31,11.398,11.488,11.582,11.678,11.778,11.88,11.986,12.094,12.206,12.32,12.438,12.558,12.682,12.808,12.938,13.07,13.206,13.344,13.486,13.63,13.778,13.928,14.082,14.238,14.398,14.56,14.726,14.894,15.066,15.24,15.418,15.598,15.782,15.968,16.158,16.35,16.546,16.744,16.946,17.15,17.358,17.568,17.782,17.998,18.218,18.44,18.666,18.894,19.126,19.36,19.598,19.838,20.082,20.328,20.578,20.83,21.086,21.344,21.605,21.87,22.138,22.408,22.681,22.958,23.237,23.52,23.806,24.094,24.386,24.68,24.978,25.278,25.581,25.888,26.198,26.51,26.826,27.144,27.466,27.79,28.118,28.448,28.782,29.118,29.457,29.8,30.146,30.494,30.845
lab,N239923,N1797478,28.833,18.333,18.438,18.543,18.648,18.753,18.858,18.963,19.068,19.173,19.278,19.383,19.488,19.593,19.698,19.803,19.908,20.013,20.118,20.223,20.328,20.433,20.538,20.643,20.748,20.853,20.958,21.063,21.168,21.273,21.378,21.483,21.588,21.693,21.798,21.903,22.008,22.113,22.218,22.323,22.428,22.533,22.638,22.743,22.848,22.953,23.058,23.163,23.268,23.373,23.478,23.583,23.688,23.793,23.898,24.003,24.108,24.213,24.318,24.423,24.528,24.633,24.738,24.843,24.948,25.053,25.158,25.263,25.368,25.473,25.578,25.683,25.788,25.893,25.998,26.103,26.208,26.313,26.418,26.523,26.628,26.733,26.838,26.943,27.048,27.153,27.258,27.363,27.468,27.573,27.678,27.783,27.888,27.993,28.098,28.203,28.308,28.413,28.518,28.623,28.728
lab,N239923,N9684539,30.167,9.167,9.377,9.587,9.797,10.007,10.217,10.427,10.637,10.847,11.057,11.267,11.477,11.687,11.897,12.107,12.317,12.527,12.737,12.947,13.157,13.367,13.577,13.787,13.997,14.207,14.417,14.627,14.837,15.047,15.257,15.467,15.677,15.887,16.097,16.307,16.517,16.727,16.937,17.147,17.357,17.567,17.777,17.987,18.197,18.407,18.617,18.827,19.037,19.247,19.457,19.667,19.877,20.087,20.297,20.507,20.717,20.927,21.137,21.347,21.557,21.767,21.977,22.187,22.397,22.607,22.817,23.027,23.237,23.447,23.657,23.867,24.077,24.287,24.497,24.707,24.917,25.127,25.337,25.547,25.757,25.967,26.177,26.387,26.597,26.807,27.017,27.227,27.437,27.647,27.857,28.067,28.277,28.487,28.697,28.907,29.117,29.327,29.537,29.747,29.957
lab,N3936820,N4841925,28.833,18.333,18.438,18.543,18.648,18.753,18.858,18.963,19.068,19.173,19.278,19.383,19.488,19.593,19.698,19.803,19.908,20.013,20.118,20.223,20.328,20.433,20.538,20.643,20.748,20.853,20.958,21.063,21.168,21.273,21.378,21.483,21.588,21.693,21.798,21.903,22.008,22.113,22.218,22.323,22.428,22.533,22.638,22.743,22.848,22.953,23.058,23.163,23.268,23.373,23.478,23.583,23.688,23.793,23.898,24.003,24.108,24.213,24.318,24.423,24.528,24.633,24.738,24.843,24.948,25.053,25.158,25.263,25.368,25.473,25.578,25.683,25.788,25.893,25.998,26.103,26.208,26.313,26.418,26.523,26.628,26.733,26.838,26.943,27.048,27.153,27.258,27.363,27.468,27.573,27.678,27.783,27.888,27.993,28.098,28.203,28.308,28.413,28.518,28.623,28.728
lab,N3936820,N7852858,30.167,9.167,9.377,9.587,9.797,10.007,10.217,10.427,10.637,10.847,11.057,11.267,11.477,11.687,11.897,12.107,12.317,12.527,12.737,12.947,13.157,13.367,13.577,13.787,13.997,14.207,14.417,14.627,14.837,15.047,15.257,15.467,15.677,15.887,16.097,16.307,16.517,16.727,16.937,17.147,17.357,17.567,17.777,17.987,18.197,18.407,18.617,18.827,19.037,19.247,19.457,19.667,19.877,20.087,20.297,20.507,20.717,20.927,21.137,21.347,21.557,21.767,21.977,22.187,22.397,22.607,22.817,23.027,23.237,23.447,23.657,23.867,24.077,24.287,24.497,24.707,24.917,25.127,25.337,25.547,25.757,25.967,26.177,26.387,26.597,26.807,27.017,27.227,27.437,27.647,27.857,28.067,28.277,28.487,28.697,28.907,29.117,29.327,29.537,29.747,29.957
lab,N1930098,N1501992,29.0,12.75,12.831,12.913,12.997,13.083,13.171,13.26,13.35,13.443,13.537,13.633,13.73,13.829,13.929,14.032,14.136,14.241,14.348,14.457,14.568,14.68,14.794,14.909,15.026,15.145,15.266,15.388,15.511,15.637,15.764,15.893,16.023,16.155,16.288,16.424,16.561,16.699,16.839,16.981,17.125,17.27,17.417,17.565,17.715,17.867,18.021,18.176,18.332,18.491,18.651,18.812,18.976,19.141,19.307,19.476,19.646,19.817,19.99,20.165,20.342,20.52,20.7,20.881,21.064,21.249,21.436,21.624,21.813,22.005,22.198,22.392,22.589,22.787,22.986,23.188,23.391,23.595,23.801,24.009,24.219,24.43,24.643,24.857,25.073,25.291,25.511,25.732,25.954,26.179,26.405,26.633,26.862,27.093,27.325,27.56,27.796,28.033,28.272,28.513,28.756
lab,N1930098,N2539902,33.0,7.0,7.074,7.152,7.234,7.32,7.409,7.502,7.599,7.7,7.804,7.912,8.024,8.14,8.259,8.383,8.509,8.64,8.774,8.912,9.054,9.2,9.349,9.503,9.659,9.82,9.984,10.152,10.324,10.5,10.679,10.862,11.049,11.24,11.434,11.633,11.834,12.04,12.249,12.463,12.679,12.9,13.124,13.352,13.584,13.82,14.059,14.303,14.549,14.8,15.054,15.312,15.574,15.84,16.109,16.383,16.659,16.94,17.224,17.512,17.804,18.1,18.399,18.703,19.009,19.32,19.634,19.953,20.274,20.6,20.929,21.262,21.599,21.94,22.284,22.633,22.984,23.34,23.699,24.062,24.429,24.8,25.174,25.553,25.934,26.32,26.709,27.102,27.499,27.9,28.304,28.713,29.124,29.54,29.959,30.382,30.809,31.24,31.674,32.113,32.554
lab,N5408887,N441665,31.2,10.6,10.658,10.718,10.782,10.848,10.918,10.99,11.066,11.144,11.226,11.31,11.398,11.488,11.582,11.678,11.778,11.88,11.986,12.094,12.206,12.32,12.438,12.558,12.682,12.808,12.938,13.07,13.206,13.344,13.486,13.63,13.778,13.928,14.082,14.238,14.398,14.56,14.726,14.894,15.066,15.24,15.418,15.598,15.782,15.968,16.158,16.35,16.546,16.744,16.946,17.15,17.358,17.568,17.782,17.998,18.218,18.44,18.666,18.894,19.126,19.36,19.598,19.838,20.082,20.328,20.578,20.83,21.086,21.344,21.605,21.87,22.138,22.408,22.681,22.958,23.237,23.52,23.806,24.094,24.386,24.68,24.978,25.278,25.581,25.888,26.198,26.51,26.826,27.144,27.466,27.79,28.118,28.448,28.782,29.118,29.457,29.8,30.146,30.494,30.845
lab,N5408887,N5399461,34.0,11.8,11.947,12.095,12.245,12.396,12.549,12.703,12.859,13.017,13.176,13.336,13.498,13.661,13.826,13.993,14.161,14.331,14.502,14.674,14.848,15.024,15.201,15.38,15.56,15.742,15.925,16.11,16.296,16.484,16.673,16.864,17.056,17.25,17.446,17.643,17.841,18.041,18.242,18.445,18.65,18.856,19.064,19.273,19.483,19.695,19.909,20.124,20.341,20.559,20.779,21.0,21.223,21.447,21.673,21.9,22.129,22.359,22.591,22.825,23.06,23.296,23.534,23.773,24.014,24.257,24.501,24.747,24.994,25.242,25.492,25.744,25.997,26.252,26.508,26.766,27.025,27.286,27.548,27.812,28.077,28.344,28.612,28.882,29.154,29.427,29.701,29.977,30.254,30.533,30.814,31.096,31.38,31.665,31.951,32.239,32.529,32.82,33.113,33.407,33.703
lab,N2539902,N3230902,34.667,9.667,9.917,10.167,10.417,10.667,10.917,11.167,11.417,11.667,11.917,12.167,12.417,12.667,12.917,13.167,13.417,13.667,13.917,14.167,14.417,14.667,14.917,15.167,15.417,15.667,15.917,16.167,16.417,16.667,16.917,17.167,17.417,17.667,17.917,18.167,18.417,18.667,18.917,19.167,19.417,19.667,19.917,20.167,20.417,20.667,20.917,21.167,21.417,21.667,21.917,22.167,22.417,22.667,22.917,23.167,23.417,23.667,23.917,24.167,24.417,24.667,24.917,25.167,25.417,25.667,25.917,26.167,26.417,26.667,26.917,27.167,27.417,27.667,27.917,28.167,28.417,28.667,28.917,29.167,29.417,29.667,29.917,30.167,30.417,30.667,30.917,31.167,31.417,31.667,31.917,32.167,32.417,32.667,32.917,33.167,33.417,33.667,33.917,34.167,34.417
lab,N2539902,N5384883,38.0,23.667,23.81,23.953,24.097,24.24,24.383,24.527,24.67,24.813,24.957,25.1,25.243,25.387,25.53,25.673,25.817,25.96,26.103,26.247,26.39,26.533,26.677,26.82,26.963,27.107,27.25,27.393,27.537,27.68,27.823,27.967,28.11,28.253,28.397,28.54,28.683,28.827,28.97,29.113,29.257,29.4,29.543,29.687,29.83,29.973,30.117,30.26,30.403,30.547,30.69,30.833,30.977,31.12,31.263,31.407,31.55,31.693,31.837,31.98,32.123,32.267,32.41,32.553,32.697,32.84,32.983,33.127,33.27,33.413,33.557,33.7,33.843,33.987,34.13,34.273,34.417,34.56,34.703,34.847,34.99,35.133,35.277,35.42,35.563,35.707,35.85,35.993,36.137,36.28,36.423,36.567,36.71,36.853,36.997,37.14,37.283,37.427,37.57,37.713,37.857
